term,estimate,std.error,statistic,p.value,outcome,outcome_label,complementarity_mid_est,complementarity_mid_p,combined_minus_large_est,combined_minus_large_p,alt_complementarity_est,alt_complementarity_p
treat_GD_lower,-0.01828387980652174,0.4098520628175777,-0.04461092541739815,0.9644228750064897,debt_stock,Debt,-0.2770453825775593,0.6307820978578447,0.257001405182799,0.6030647439854444,-0.200561587217607,0.7574854695584052
treat_GD_middle,-0.2164571469952622,0.4299511349246522,-0.5034459253914884,0.6147185249366901,debt_stock,Debt,-0.2770453825775593,0.6307820978578447,0.257001405182799,0.6030647439854444,-0.200561587217607,0.7574854695584052
treat_GD_upper,-0.5842312782159806,0.4414860233020275,-1.3233290464017677,0.18591076878381085,debt_stock,Debt,-0.2770453825775593,0.6307820978578447,0.257001405182799,0.6030647439854444,-0.200561587217607,0.7574854695584052
treat_GD_huge,-0.3112248221617362,0.4245302270333392,-0.7331040343972847,0.4635999434908351,debt_stock,Debt,-0.2770453825775593,0.6307820978578447,0.257001405182799,0.6030647439854444,-0.200561587217607,0.7574854695584052
treat_combined,-0.05422341697893715,0.3784305184007556,-0.14328500039606976,0.8860827361747632,debt_stock,Debt,-0.2770453825775593,0.6307820978578447,0.257001405182799,0.6030647439854444,-0.200561587217607,0.7574854695584052
treat_HD,0.05909298971575826,0.06080193060451975,0.9718933120746258,0.33124720857032663,bn_loc,Locus of control,0.1514384051616301,0.18008095515763864,0.14979468178543764,0.12296537989126163,0.22575510845509478,0.08380619850246204
treat_GD_lower,0.13505341638541538,0.08544015244637868,1.5806785512253556,0.11414473897433748,bn_loc,Locus of control,0.1514384051616301,0.18008095515763864,0.14979468178543764,0.12296537989126163,0.22575510845509478,0.08380619850246204
treat_GD_middle,0.022510412312031717,0.08190544763596416,0.274834128397432,0.7834783574812861,bn_loc,Locus of control,0.1514384051616301,0.18008095515763864,0.14979468178543764,0.12296537989126163,0.22575510845509478,0.08380619850246204
treat_GD_upper,0.007185726919228015,0.07916959143009751,0.09076372366494559,0.9276914394854706,bn_loc,Locus of control,0.1514384051616301,0.18008095515763864,0.14979468178543764,0.12296537989126163,0.22575510845509478,0.08380619850246204
treat_GD_huge,0.08324712540398244,0.08187239187812059,1.0167911733653554,0.3094030329447914,bn_loc,Locus of control,0.1514384051616301,0.18008095515763864,0.14979468178543764,0.12296537989126163,0.22575510845509478,0.08380619850246204
treat_combined,0.23304180718942008,0.07672849258844089,3.0372264504063478,0.0024253893236870177,bn_loc,Locus of control,0.1514384051616301,0.18008095515763864,0.14979468178543764,0.12296537989126163,0.22575510845509478,0.08380619850246204
treat_HD,-0.009728461141003803,0.07297970821905701,-0.13330364533388794,0.8939696291792795,bn_alt_aspiration,Aspirations,0.1960926549355527,0.11729610381855904,0.09530583753264352,0.3278493998551305,0.18943200750932473,0.170714590061224
treat_GD_lower,0.08439770883567742,0.09292836141273746,0.9082018401339124,0.3639052715736717,bn_alt_aspiration,Aspirations,0.1960926549355527,0.11729610381855904,0.09530583753264352,0.3278493998551305,0.18943200750932473,0.170714590061224
treat_GD_middle,-0.050113916150232335,0.09230813259260916,-0.54289816880387,0.5872738241537876,bn_alt_aspiration,Aspirations,0.1960926549355527,0.11729610381855904,0.09530583753264352,0.3278493998551305,0.18943200750932473,0.170714590061224
treat_GD_upper,0.12771276030002524,0.08678302023481949,1.471633044741438,0.1413122036081119,bn_alt_aspiration,Aspirations,0.1960926549355527,0.11729610381855904,0.09530583753264352,0.3278493998551305,0.18943200750932473,0.170714590061224
treat_GD_huge,0.040944440111673024,0.08669509684086785,0.472280920186618,0.636789238033157,bn_alt_aspiration,Aspirations,0.1960926549355527,0.11729610381855904,0.09530583753264352,0.3278493998551305,0.18943200750932473,0.170714590061224
treat_combined,0.13625027764431655,0.07839518195692678,1.737993002161504,0.0824000889007604,bn_alt_aspiration,Aspirations,0.1960926549355527,0.11729610381855904,0.09530583753264352,0.3278493998551305,0.18943200750932473,0.170714590061224
treat_HD,0.11438878650034495,0.06605326610964568,1.7317657889992042,0.08350365642079216,bn_big_five,Big Five index,-0.17757749280174073,0.16499598399306967,0.09979892262329118,0.3514795490858095,0.06980055231419718,0.6290044803559948
treat_GD_lower,0.08439041619125094,0.09636019102396876,0.8757809142393622,0.3812776322734346,bn_big_five,Big Five index,-0.17757749280174073,0.16499598399306967,0.09979892262329118,0.3514795490858095,0.06980055231419718,0.6290044803559948
treat_GD_middle,0.09764268609163568,0.09225671333646605,1.0583802799859847,0.290038253061559,bn_big_five,Big Five index,-0.17757749280174073,0.16499598399306967,0.09979892262329118,0.3514795490858095,0.06980055231419718,0.6290044803559948
treat_GD_upper,0.02089325454948337,0.08647144108933823,0.24162028857478438,0.8091046616075567,bn_big_five,Big Five index,-0.17757749280174073,0.16499598399306967,0.09979892262329118,0.3514795490858095,0.06980055231419718,0.6290044803559948
treat_GD_huge,-0.06534494283305128,0.09321961755093959,-0.7009784479897027,0.4834160910181893,bn_big_five,Big Five index,-0.17757749280174073,0.16499598399306967,0.09979892262329118,0.3514795490858095,0.06980055231419718,0.6290044803559948
treat_combined,0.034453979790239904,0.08736566569158896,0.39436521793202484,0.6933627882353062,bn_big_five,Big Five index,-0.17757749280174073,0.16499598399306967,0.09979892262329118,0.3514795490858095,0.06980055231419718,0.6290044803559948
treat_HD,0.6586296876481307,0.074089241456035,8.889680535317202,1.5807905056476708e-18,bn_business_knowledge,Business knowledge,-0.11273378219294149,0.40616699879858387,0.6456732020647504,2.106443716816367e-8,0.06579274314098617,0.6617784056811945
treat_GD_lower,0.0787492287243664,0.09561451606265128,0.8236116435789528,0.41028022907996475,bn_business_knowledge,Business knowledge,-0.11273378219294149,0.40616699879858387,0.6456732020647504,2.106443716816367e-8,0.06579274314098617,0.6617784056811945
treat_GD_middle,0.07543700613669145,0.09233835161093125,0.8169628850918433,0.4140685145017249,bn_business_knowledge,Business knowledge,-0.11273378219294149,0.40616699879858387,0.6456732020647504,2.106443716816367e-8,0.06579274314098617,0.6617784056811945
treat_GD_upper,0.0665121032464158,0.09365917685874792,0.71015041426988,0.4777120145655841,bn_business_knowledge,Business knowledge,-0.11273378219294149,0.40616699879858387,0.6456732020647504,2.106443716816367e-8,0.06579274314098617,0.6617784056811945
treat_GD_huge,-0.024340290472869796,0.09468694610573239,-0.2570606770408474,0.7971642381113344,bn_business_knowledge,Business knowledge,-0.11273378219294149,0.40616699879858387,0.6456732020647504,2.106443716816367e-8,0.06579274314098617,0.6617784056811945
treat_combined,0.6213329115918806,0.09349624139785621,6.645538925440988,4.101733789935877e-11,bn_business_knowledge,Business knowledge,-0.11273378219294149,0.40616699879858387,0.6456732020647504,2.106443716816367e-8,0.06579274314098617,0.6617784056811945
treat_HD,0.12099043338861655,0.06602900794068786,1.832383026219311,0.0670759416096761,bn_business_attitude,Business attitudes,-0.17084699743547876,0.17163727039315982,0.08168185212714171,0.4490683844573877,0.15442983904302893,0.2802371184639531
treat_GD_lower,0.19373842030450375,0.09304425464860382,2.082217983648611,0.03747753611455091,bn_business_attitude,Business attitudes,-0.17084699743547876,0.17163727039315982,0.08168185212714171,0.4490683844573877,0.15442983904302893,0.2802371184639531
treat_GD_middle,0.1911724854551571,0.08874416948722774,2.1541976961390246,0.031370215217659675,bn_business_attitude,Business attitudes,-0.17084699743547876,0.17163727039315982,0.08168185212714171,0.4490683844573877,0.15442983904302893,0.2802371184639531
treat_GD_upper,0.10046403693202485,0.09208106847341073,1.091039000715275,0.275416280545585,bn_business_attitude,Business attitudes,-0.17084699743547876,0.17163727039315982,0.08168185212714171,0.4490683844573877,0.15442983904302893,0.2802371184639531
treat_GD_huge,0.05963406928115319,0.09346276344762777,0.6380516376938649,0.5235293079680103,bn_business_attitude,Business attitudes,-0.17084699743547876,0.17163727039315982,0.08168185212714171,0.4490683844573877,0.15442983904302893,0.2802371184639531
treat_combined,0.1413159214082949,0.08637830642955281,1.6360117169413055,0.10202936787951185,bn_business_attitude,Business attitudes,-0.17084699743547876,0.17163727039315982,0.08168185212714171,0.4490683844573877,0.15442983904302893,0.2802371184639531
