"study_id","estimand_id","target","k","removal_fraction","direction","position","observation_id","model_row_position"
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",457,545,457
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1584,1913,1584
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1640,1979,1640
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1027,1241,1027
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",728,874,728
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",764,921,764
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1400,1703,1400
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",542,649,542
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",115,132,115
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1001,1203,1001
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",711,849,711
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",283,339,283
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1596,1929,1596
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",846,1019,846
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1003,1206,1003
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",1245,1507,1245
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",540,647,540
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",457,545,457
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",18,0.00771869639794168,"Increase",106,121,106
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",1584,1913,1584
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",1640,1979,1640
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",1027,1241,1027
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",728,874,728
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",764,921,764
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",1400,1703,1400
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",542,649,542
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",115,132,115
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",1001,1203,1001
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",19,0.008147512864494,"Increase",711,849,711
